Link, Anchor Text
"https://www.facebook.com/JohnKasich/?ref=nf", 
"https://www.facebook.com/JohnKasich/?fref=nf", 
"https://www.facebook.com/hashtag/seeyouincleveland?source=feed_text&story_id=10153412062815933", ‪#‎SeeYouInCleveland‬
"https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153412062815933/?type=3", 
"https://www.facebook.com/JohnKasich/photos/a.10150241036600933.328337.77590795932/10153412062815933/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 175 Comments
"https://www.facebook.com/shares/view?id=10153412062815933&av=1465852484", 99 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153412062815933&av=1465852484", 502502
"https://www.facebook.com/cnnpolitics/?ref=nf", 
"https://www.facebook.com/cnnpolitics/?fref=nf", 
"https://www.facebook.com/cnnpolitics/posts/1133851859989979", 1 hr
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F26oRhcO&h=kAQFM7xBz&enc=AZNIs2qWABf5oeC_Oy2hxTFUnWczaGRNiz0UE0v6CXTxG57_e6UPXC30EXBvmwplij0CyD96OJBSaftGT6-0HNCn3GSAQWvZXDmyCKD9ey8uJk86HuRGQ89IAVTIRnbijjN6cdxF9onGc5Hx6S5QXW8QBih4EOMGJVTjTsURhg3lsXUpQgSnpkspKJg3TG8TPw_0CW5u4UIuWuviuCLFyNjX&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F26oRhcO&h=KAQFqfiMp&enc=AZOAO8lSePkItjPEqhLgEUz6ChOSgkdZGrGM_acbKSM7-KFtcO0vTiehGoBg3Vv3E36whpaPG1RrE8SGYUGJIlc8YCgZUsHRC51jvwIPZ39QM1J9KfaQDivoZAGSYwrruumBBfJgeYnERzkox8uFRPdC2txn85MYl5y5oY6xCqiq5o0Ec_3r1thLZD_yZZLgbagy2JjNEqEIC8W0TpNCA1p8&s=1", Political Prediction Market: Cruz, Kasich league hurts Trump
"http://l.facebook.com/l.php?u=http%3A%2F%2Fcnn.it%2F26oRhcO&h=iAQG_KFBCAQFfvcFGXhVPAQduEA1Xv5DGJA3pF9pts_iaMw&enc=AZN4iuepxSkZ8_KP2HXGZbMYyKm0V1g5MoPolemmhNYvZyvfazrss-b8xn2pzzVPqhGGYoyKZsCjTkibNlnbkLLaPfZN1u62cKvL3mNyfp1rC-ZchxDFXMGlKS3-YqOWAeeASJ7ANd2uPzXXkjgKo7QQvT3fc52nMddrhPelcBxxLhxhGruQ8faBiqMhMYUp3IvlOt724vyxtX7GKF4HM643&s=1", 
"https://www.facebook.com/cnnpolitics/posts/1133851859989979?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 199 Comments
"https://www.facebook.com/shares/view?id=1133851859989979&av=1465852484", 25 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1133851859989979&av=1465852484", 273273
"https://www.facebook.com/BusinessInsider.Politics/?ref=nf", 
"https://www.facebook.com/BusinessInsider.Politics/?fref=nf", 
"https://www.facebook.com/BusinessInsider.Politics/videos/1002791529797179/", 43 mins
"https://www.facebook.com/JohnKasich/", John Kasich
"https://www.facebook.com/tedcruzpage/", Ted Cruz
"https://www.facebook.com/DonaldTrump/", Donald J. Trump
"https://www.facebook.com/BusinessInsider.Politics/videos/1002791529797179/?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 11 Comments
"https://www.facebook.com/shares/view?id=1002791529797179&av=1465852484", 14 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1002791529797179&av=1465852484", 1111
"https://www.facebook.com/search/top/?q=John%20Kasich#", Share
