Link, Anchor Text
"https://www.facebook.com/Truthout.org/?ref=nf", 
"https://www.facebook.com/Truthout.org/?fref=nf", 
"https://www.facebook.com/Truthout.org/posts/10153232509286094", November 1, 2015
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.truth-out.org%2Fopinion%2Fitem%2F33473-why-tuition-free-college-makes-sense&h=bAQFv2mrB&enc=AZOhEG3KdclC04O4gbQAZnUapJxHBHGK7EP_ehMA1sELLmumSvEJd74gN2cuX787Pl3PYrV5-5u1CNYJTvV9ZVOzMDp8UH40bJq5hz9ovLdnNog_0Ofi0JDPjD80FO3hg61LFumfxoJDSgdZ9ryn0ve8FzdzqOrZTLKjEghttlFpwkboPajSoePQnSJIpL-bqNsc0Sgma76CsD196OjrICFU&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.truth-out.org%2Fopinion%2Fitem%2F33473-why-tuition-free-college-makes-sense&h=5AQEmGdM4&enc=AZOk9XOIDN6IQA_AFFpotewZow1UbmhhChcFE4_DzTKguzu5JAgZg8iOJipAqogrzoEfGvB8f_EJ-AvM2JL-tiDb1mhbbcnU65RXexJtWWn6LmeSikum_4a2i_38z0pheL0ocVxqeGySo34q1zSZLNK-iJHWJLyJ8My8HqpaMA2CkX2nlX22b70uKwppaUE0Em3jfHBi8Vld2RRjCptdI7q3&s=1", Why Tuition-Free College Makes Sense
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.truth-out.org%2Fopinion%2Fitem%2F33473-why-tuition-free-college-makes-sense&h=KAQE2GOTQAQHQ0YGNBlZWWskqOkVtTT1bI0VLJ35_iSJauw&enc=AZOFkiEJjlJLoGdiFpw89Gc-gXZg6s8UUyubyvLuLW6UPebefpoAreFvgBPhfJm0mxaYDiNoEGS6wj1SjApDb5mS3CEvoYOH6gdC3FwQDckKBWnkyT00u2ebwXBO3bPfgfiz6nGNsYSYIsXUQkMuvpMmNMuNYWrascuoJV2_KgJ4l0bdrLzbWKuHbWmv4AGTDMro5YnZlL-d7qANndDc5hyH&s=1", 
"https://www.facebook.com/Truthout.org/posts/10153232509286094?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 35 Comments
"https://www.facebook.com/shares/view?id=10153232509286094&av=100000246601123", 584 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153232509286094&av=100000246601123", 1.1K1.1K
"https://www.facebook.com/TED/?ref=nf", 
"https://www.facebook.com/TED/?fref=nf", 
"https://www.facebook.com/TED/posts/10154406811965652", August 4, 2014
"http://l.facebook.com/l.php?u=http%3A%2F%2Fon.ted.com%2Fi0NEI&h=OAQF6eVt4&enc=AZNJs8oayTwqVVCpwO1Kg3SxRNTx0-RogZzlGoCKNHYHc_Y5DaBPiK12XyCBi9FKtzbJdGze6TvkLs4fqOWIAuqU1V2pL7hY07bLh8Lszbkhp2a5ZbpBHwhEFj8eoYENoVOwAotrBkxVwR7jUppEODeXH47-qF1zNgqXDfRMEJBEVyPMvX-hVWG2rMYuPjq6pHKI3eYXdZfzw41bxozWICDg&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fon.ted.com%2Fi0NEI&h=0AQG-mXeM&enc=AZP1pP0LhUgRAvuIyoiH9rAsuVjg0s6GrAcbTTn1ygxjkP2Bnt8EM7Vdh2x5a4qEwD82CKKu3NOfG07mt-cwG4r18zeRFEfV7L2dkGLC5e8KzW-mRKO4atVdD0bz15ke9MYaM1l2eBk3GJDNAped27nIS8KE7Utpp_BXQbUBeDdkxE-RFX8-fOrANwUHyX0iOsEwPaQUBG8R-LE4SlKIbtQt&s=1", WATCH: A tuition-free college degree
"http://l.facebook.com/l.php?u=http%3A%2F%2Fon.ted.com%2Fi0NEI&h=tAQG2A3FtAQFqINRu0FSoEqYXGlmg8Z5AuWbTa9WByR4gBg&enc=AZP74a78n7xKC3LdcRJ8ZMwK1qbIuX3QlgRYySXpm926bH6MWyLVtolQ75E1eQv638st4zoTrhV3h06XhzdoW_FEApoVtichtE11019TjQMr4su-EzaaWn6_pm2RGXJUd3chuTHjYFC5qAXeiUK2antEU8ORNJ-mPlZiByOCSk6O6FW3AvTknNY4mtedvM8oEI5kbY5aOlAIih8ML-_9wOvA&s=1", 
"https://www.facebook.com/TED/posts/10154406811965652?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 171 Comments
"https://www.facebook.com/shares/view?id=10154406811965652&av=100000246601123", 3K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154406811965652&av=100000246601123", 5.4K5.4K
"https://www.facebook.com/berniesanders/?ref=nf", 
"https://www.facebook.com/berniesanders/?fref=nf", 
"https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/929382913783380/?type=3", 
"https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/929382913783380/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 496 Comments
"https://www.facebook.com/shares/view?id=929382913783380&av=100000246601123", 2.9K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=929382913783380&av=100000246601123", 14K14K
"https://www.facebook.com/search/top/?q=tuition%20free%20college#", Share
