Link, Anchor Text
"https://www.facebook.com/TheEconomist/?ref=nf", 
"https://www.facebook.com/TheEconomist/?fref=nf", 
"https://www.facebook.com/TheEconomist/posts/10154168144799060", Yesterday at 9:55am
"http://l.facebook.com/l.php?u=http%3A%2F%2Fecon.st%2F1Wh4sI4&h=WAQFQbAzI&enc=AZNECQYL44ObmaTCo48O6JrjTj7v6plZUTFQCCYT-QIfA68MhutBQhc9waKv_udJwt4Tw0PAZpAy-NiYFkBxXywwGFsSd-JP6ja82ClAlhujW3c-huG9ooTyizuz2QpDKjLzBcbaRwN12RWblfMrYHiThnBXVeXDEqK3w6i56M56h40d_v3pCnnaiIHOmZSgF_ct7_5MzxTRUYnG8GCisIK3&s=1", An impetuous young prince is rattling the Middle East
"http://econ.st/1Wh4sI4", 
"https://www.facebook.com/TheEconomist/posts/10154168144799060?comment_tracking=%7B%22tn%22%3A%22O%22%7D", 22 Comments
"https://www.facebook.com/shares/view?id=10154168144799060&av=100000246601123", 139 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10154168144799060&av=100000246601123", 372372
"https://www.facebook.com/LewisHamilton/?ref=nf", 
"https://www.facebook.com/LewisHamilton/", 
"https://www.facebook.com/vin.dier", Vin Doza Reaganz
"https://www.facebook.com/EsquireME/", Esquire Middle East
"https://www.facebook.com/hashtag/teamlh?source=feed_text&story_id=1070291233052204", ‪#‎TeamLH‬
"https://www.facebook.com/LewisHamilton/photos/a.132708020143868.34685.132609463487057/1070291233052204/?type=3", 
"https://www.facebook.com/LewisHamilton/photos/a.132708020143868.34685.132609463487057/1070291233052204/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 301 Comments
"https://www.facebook.com/shares/view?id=1070291233052204&av=100000246601123", 176 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1070291233052204&av=100000246601123", 17K17K
"https://www.facebook.com/ForAmerica/?ref=nf", 
"https://www.facebook.com/ForAmerica/?fref=nf", 
"https://www.facebook.com/ForAmerica/photos/a.119506304774403.17273.114364638621903/1183151451743211/?type=3", 
"https://www.facebook.com/ForAmerica/photos/a.119506304774403.17273.114364638621903/1183151451743211/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 899 Comments
"https://www.facebook.com/shares/view?id=1183151451743211&av=100000246601123", 8.1K Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1183151451743211&av=100000246601123", 26K26K
"https://www.facebook.com/NM2255/?ref=nf", 
"https://www.facebook.com/NM2255/", 
"https://www.facebook.com/profile.php?id=100008722758093", Ranjith Rams
"https://www.facebook.com/MotoringMiddleEast/", Motoring Middle East
"https://www.facebook.com/NM2255/photos/a.330199410332518.83572.258205730865220/1176562462362871/?type=3", 
"https://www.facebook.com/NM2255/photos/a.330199410332518.83572.258205730865220/1176562462362871/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 122 Comments
"https://www.facebook.com/shares/view?id=1176562462362871&av=100000246601123", 390 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=1176562462362871&av=100000246601123", 23K23K
"https://www.facebook.com/shadi.boutros?fref=nf", 
"https://www.facebook.com/shadi.boutros/posts/10153507832360953", August 28, 2015
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nytimes.com%2F2015%2F08%2F28%2Fopinion%2Froger-cohen-middle-eastern-zen.html&h=mAQGLaybd&enc=AZPzsC5Ww6RDkqfjg-ky0DRi_bOfM093zItaJEUBObloUSVwN1A_24SxXjZbr5A7r_27FSEY8wpLXDn1wYESsTKQXkXHHj9ILmutqKoD97NAjTC88mtMn9cEzQWVtfBPyr5E0M5QG7g7In1mb0-embelWGhO5-0NCPXkhXixuYIeQHoa2Hih7Vm303jHyaVXl_rticRdvKoDWjz0aqJalHNA&s=1", 
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nytimes.com%2F2015%2F08%2F28%2Fopinion%2Froger-cohen-middle-eastern-zen.html&h=oAQEf9sfY&enc=AZM8EGEYW_IE1qVPc4zePCgQYZigKqZEPwxGtlTVj3PDD8NPCXeRpDqSoHYFCZRrfswGnBSmADdmqAJObapZyaROPUuUxZLMwsrBiiOFVuMRP7GXR6HnTDu6yW-UJg56YXaXOUdSba97nBpeBRIl6k12ZEBw8Sqr5enZdRQlWCXY3kZMYGCD7S4EuZZcNT2wKFSGWiWyaVqMDwBSJk5thlk4&s=1", Middle Eastern Zen
"http://l.facebook.com/l.php?u=http%3A%2F%2Fwww.nytimes.com%2F2015%2F08%2F28%2Fopinion%2Froger-cohen-middle-eastern-zen.html&h=tAQG2A3FtAQH9iKzBOlD2NeiOELmfI--US6mZeP2NCUhiXw&enc=AZPTZs9HhfMru6GpMefqhLRq7LU8BLv2nohiMpI7a62Guw8oN9YFAjsZ8VZ1zch3CIG4yBtON1-hKYHFzBJBOuMr59V7rdfys_FXw0_Iphu_yDDsc3BauyxFlWOhsdiTeo3MfA4tGwC0tB2PGW32BY-qlDRbRJrTTGWrGrBrEDRXw7VytxDmlNtaOrgSIuE6pbzckcN_bsAs2IpkuW_W7QIs&s=1", 
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153507832360953&av=100000246601123", 2Ann Marie Boutros and Nader Naguib Azab
"https://www.facebook.com/search/str/middle%2Beast/stories-keyword/stories-feed", See more  posts from friends and groups

"https://www.facebook.com/Maserati/?ref=nf", 
"https://www.facebook.com/Maserati/", 
"https://www.facebook.com/profile.php?id=100008616816656", Renata Zaketaki
"https://www.facebook.com/hashtag/maseratipolo?source=feed_text&story_id=10153736943538999", ‪#‎MaseratiPolo‬
"http://l.facebook.com/l.php?u=http%3A%2F%2Fbit.ly%2FMaseratiPoloTour2016_fb&h=SAQFteSdnAQFjiwgsdBReuP46QJjsxar2Oiiw7HOxHuzTuQ&enc=AZNgObtjADv-jd6JhZtZlPD89kzvieM8VSedu9VGta7S1PFjOlfFhAMTqAWY8FxeBx7RlHcdJX3r704alV9ozFchThqS6NOh-tsd27yw6KnLaqP_A_siFi7Uq_j9hkqSqOC2d61CC3bpkHKEf4nzLWoJrk4g9hXKgUes2ic4xzgiC8fq1owJclAP6Qg5DqZatsfnn9xFusA5FJKR_Ep5Sp5X&s=1", http://bit.ly/MaseratiPoloTour2016_fb
"https://www.facebook.com/MaseratiMiddleEast/", Maserati Middle East, Africa & India
"https://www.facebook.com/Maserati/photos/a.431668868998.202997.18010778998/10153736943538999/?type=3", 
"https://www.facebook.com/Maserati/photos/a.431668868998.202997.18010778998/10153736943538999/?type=3&comment_tracking=%7B%22tn%22%3A%22O%22%7D", 72 Comments
"https://www.facebook.com/shares/view?id=10153736943538999&av=100000246601123", 460 Shares
"https://www.facebook.com/ufi/reaction/profile/browser/?ft_ent_identifier=10153736943538999&av=100000246601123", 13K13K
"https://www.facebook.com/search/top/?q=middle%20east#", Share
